captive,created_at,created_time_zone,description,faves_count,geoprivacy,iconic_taxon_name,id,identifications,identifications_most_agree,identifications_most_disagree,latitude,longitude,num_identification_agreements,num_identification_disagreements,obscured,observed_on_string,place_guess,place_ids,positional_accuracy,preferred_common_name,quality_grade,reviewed_by,species_guess,taxon_endemic,taxon_geoprivacy,taxon_id,taxon_name,taxon_native,taxon_observations,taxon_parent_id,taxon_rank,taxon_search_rank,taxon_threatened,time_observed_at,updated_at,user_id,user_login
False,2018-04-27T13:58:34+02:00,Europe/Amsterdam,,0,,Mollusca,11484564,"[{'user_id': 796473, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-27T11:58:34+00:00', 'observations_count': 159, 'identifications_count': 80, 'activity_count': 239, 'universal_search_rank': 159}, {'user_id': 160, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T12:00:14+00:00', 'observations_count': 11792, 'identifications_count': 246679, 'activity_count': 258471, 'universal_search_rank': 11792}]",True,False,-0.1617569011,51.5079225228,1,0,False,Fri Apr 27 2018 12:58:17 GMT+0100 (GMT+1),"Hyde Park, London, England, GB","[6857, 6858, 30423, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",10.0,Garden Snail,research,"[160, 10285, 599476, 796473]",Garden Snail,False,,480298.0,Cornu aspersum,False,27916.0,87634.0,species,27916.0,False,2018-04-27T12:58:17+02:00,2018-04-27T19:18:10+02:00,796473,bryonycross
False,2018-04-27T13:59:13+02:00,Europe/Amsterdam,,0,,Mollusca,11484587,"[{'user_id': 796473, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-27T11:59:13+00:00', 'observations_count': 159, 'identifications_count': 80, 'activity_count': 239, 'universal_search_rank': 159}]",False,False,-0.1616799552,51.5078283102,0,0,False,Fri Apr 27 2018 12:58:55 GMT+0100 (GMT+1),"Hyde Park, London, England, GB","[6857, 6858, 30423, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",10.0,Chocolate Arion,needs_id,"[3098, 10285, 384930, 440756, 599476, 796473, 1002688]",,False,,84755.0,Arion rufus,False,3921.0,549548.0,species,3921.0,False,2018-04-27T12:58:55+02:00,2018-04-27T19:18:11+02:00,796473,bryonycross
False,2018-04-27T13:59:33+02:00,Europe/Amsterdam,,0,,Mollusca,11484596,"[{'user_id': 796473, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-27T17:19:33+00:00', 'observations_count': 159, 'identifications_count': 80, 'activity_count': 239, 'universal_search_rank': 159}]",False,False,-0.1615186874,51.5079802741,0,0,False,Fri Apr 27 2018 12:59:25 GMT+0100 (GMT+1),"Hyde Park, London, England, GB","[6857, 6858, 30423, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",10.0,Black Slug,needs_id,"[3098, 10285, 384930, 440756, 599476, 796473, 1002688]",,False,,82003.0,Arion ater,True,3509.0,549548.0,species,3509.0,False,2018-04-27T12:59:25+02:00,2018-04-27T19:19:33+02:00,796473,bryonycross
False,2018-04-27T14:01:21+02:00,Europe/Amsterdam,,0,,Mammalia,11484641,"[{'user_id': 908915, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-27T12:01:21+00:00', 'observations_count': 84, 'identifications_count': 2, 'activity_count': 86, 'universal_search_rank': 84}, {'user_id': 160, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T12:03:09+00:00', 'observations_count': 11792, 'identifications_count': 246679, 'activity_count': 258471, 'universal_search_rank': 11792}, {'user_id': 854537, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-06-18T23:50:37+00:00', 'observations_count': 1924, 'identifications_count': 519098, 'activity_count': 521026, 'universal_search_rank': 1924}, {'user_id': 677256, 'category': 'supporting', 'disagreement': False, 'created_at': '2020-02-25T21:00:41+00:00', 'observations_count': 2332, 'identifications_count': 453657, 'activity_count': 455989, 'universal_search_rank': 2332}, {'user_id': 1281677, 'category': 'supporting', 'disagreement': False, 'created_at': '2020-05-08T22:33:05+00:00', 'observations_count': 222, 'identifications_count': 129, 'activity_count': 351, 'universal_search_rank': 222}]",True,False,-0.0668596547,51.5655824941,4,0,False,Fri Apr 27 2018 12:59:48 GMT+0100 (GMT+1),"96 Cazenove Road, London, England, GB","[6857, 6858, 30346, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",22.0,Red Fox,research,"[160, 29729, 425992, 599476, 677256, 854537, 908915, 1281677]",Red Fox,False,open,42069.0,Vulpes vulpes,True,29330.0,42054.0,species,29330.0,False,2018-04-27T12:59:48+02:00,2020-05-09T00:33:05+02:00,908915,edwardcharly
True,2018-04-27T14:08:14+02:00,Europe/Amsterdam,,0,,Plantae,11484835,"[{'user_id': 908315, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-27T12:08:14+00:00', 'observations_count': 10, 'identifications_count': 0, 'activity_count': 10, 'universal_search_rank': 10}]",False,False,-0.1872605247,51.4540565647,0,0,False,Fri Apr 27 2018 08:34:31 GMT+0100 (GMT+1),"25 Berisford Mews, London, England, GB","[6857, 6858, 30417, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692]",76891.0,Spanish Bluebell,casual,[908315],,False,,57635.0,Hyacinthoides hispanica,False,2803.0,56095.0,species,2803.0,False,2018-04-27T08:34:31+02:00,2018-04-27T14:08:25+02:00,908315,tess26
True,2018-04-27T15:08:44+02:00,Europe/Amsterdam,,0,,Plantae,11487643,"[{'user_id': 906473, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-27T09:08:44-04:00', 'observations_count': 68, 'identifications_count': 11, 'activity_count': 79, 'universal_search_rank': 68}, {'user_id': 860319, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-29T02:04:40-04:00', 'observations_count': 2423, 'identifications_count': 936, 'activity_count': 3359, 'universal_search_rank': 2423}, {'user_id': 1656170, 'category': 'supporting', 'disagreement': False, 'created_at': '2019-05-08T13:16:10-04:00', 'observations_count': 186, 'identifications_count': 8, 'activity_count': 194, 'universal_search_rank': 186}]",True,False,-0.1093829982,51.4825110231,2,0,False,Fri Apr 27 2018 14:07:57 GMT+0100 (GMT+1),"Kennington Park, London, England, GB","[6857, 6858, 30364, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149128]",5.0,Dove tree,casual,"[3098, 599476, 703773, 860319, 906473, 1656170]",Dove tree,False,,128506.0,Davidia involucrata,False,202.0,128513.0,species,202.0,False,2018-04-27T14:07:57+02:00,2019-05-08T19:16:11+02:00,906473,kc719
True,2018-04-27T15:12:11+02:00,Europe/Amsterdam,,0,,Plantae,11487880,"[{'user_id': 906473, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T14:55:10-04:00', 'observations_count': 68, 'identifications_count': 11, 'activity_count': 79, 'universal_search_rank': 68}, {'user_id': 906473, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T14:55:12-04:00', 'observations_count': 68, 'identifications_count': 11, 'activity_count': 79, 'universal_search_rank': 68}, {'user_id': 906473, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T14:55:14-04:00', 'observations_count': 68, 'identifications_count': 11, 'activity_count': 79, 'universal_search_rank': 68}, {'user_id': 703773, 'category': 'supporting', 'disagreement': False, 'created_at': '2019-12-06T19:07:58-05:00', 'observations_count': 8301, 'identifications_count': 75163, 'activity_count': 83465, 'universal_search_rank': 8301}]",True,False,-0.109269591,51.4824457281,1,0,False,Fri Apr 27 2018 14:11:13 GMT+0100 (GMT+1),"Kennington Park, London, England, GB","[6857, 6858, 30364, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149128]",5.0,Dove tree,casual,"[703773, 906473]",Dove tree,False,,128506.0,Davidia involucrata,False,202.0,128513.0,species,202.0,False,2018-04-27T14:11:13+02:00,2019-12-07T01:07:58+01:00,906473,kc719
False,2018-04-27T15:16:24+02:00,Europe/Amsterdam,,0,,Plantae,11488179,"[{'user_id': 353381, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:17:29+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:17:31+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 147030, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-30T10:43:14+00:00', 'observations_count': 188, 'identifications_count': 14902, 'activity_count': 15090, 'universal_search_rank': 188}]",True,False,-0.3195633333,51.4337416667,1,0,False,Fri Apr 27 2018 13:35:52 GMT+0100 (GMT+1),"Riverside Drive, Richmond, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",24.0,common hawthorn,research,"[3098, 147030, 353381, 599476]",common hawthorn,False,,51147.0,Crataegus monogyna,True,18127.0,51148.0,species,18127.0,False,2018-04-27T13:35:52+02:00,2018-04-30T12:43:14+02:00,353381,wildhamandpetersham
False,2018-04-27T15:21:39+02:00,Europe/Amsterdam,,0,,Plantae,11488500,"[{'user_id': 353381, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:35:53+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 1005840, 'category': 'supporting', 'disagreement': False, 'created_at': '2019-02-20T10:50:46+00:00', 'observations_count': 20118, 'identifications_count': 76525, 'activity_count': 96643, 'universal_search_rank': 20118}]",True,False,-0.31988,51.4336866667,1,0,False,Fri Apr 27 2018 13:37:04 GMT+0100 (GMT+1),"Riverside Drive, Richmond, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",6.0,Cow Parsley,research,"[3098, 353381, 384930, 599476, 1005840]",Cow Parsley,False,,124544.0,Anthriscus sylvestris,True,15726.0,52847.0,species,15726.0,False,2018-04-27T13:37:04+02:00,2019-02-20T11:50:47+01:00,353381,wildhamandpetersham
False,2018-04-27T14:21:42+01:00,Europe/London,,0,,Plantae,11488508,"[{'user_id': 781146, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-27T13:21:42+00:00', 'observations_count': 329, 'identifications_count': 0, 'activity_count': 329, 'universal_search_rank': 329}, {'user_id': 743476, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:32:10+00:00', 'observations_count': 1838, 'identifications_count': 14989, 'activity_count': 16827, 'universal_search_rank': 1838}]",True,False,-0.0957041681,51.5167388916,1,0,False,2018-04-27 2:15:04 pm BST,"10 Noble St, London EC2V, UK","[6857, 6858, 30359, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",,stinging nettle,research,"[599476, 743476, 781146]",stinging nettle,False,,51884.0,Urtica dioica,True,35699.0,51886.0,species,35699.0,False,2018-04-27T14:15:04+01:00,2018-04-27T15:08:20+01:00,781146,focg
False,2018-04-27T15:22:17+02:00,Europe/Amsterdam,,0,,Plantae,11488554,"[{'user_id': 353381, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:37:26+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:37:28+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 186163, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-05-11T22:13:40+00:00', 'observations_count': 13880, 'identifications_count': 118237, 'activity_count': 132117, 'universal_search_rank': 13880}]",True,False,-0.3200883333,51.433655,1,0,False,Fri Apr 27 2018 13:38:03 GMT+0100 (GMT+1),"Riverside Drive, Richmond, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",6.0,bulbous buttercup,research,"[3098, 186163, 353381, 384930, 599476]",bulbous buttercup,False,,78820.0,Ranunculus bulbosus,False,5282.0,48230.0,species,5282.0,False,2018-04-27T13:38:03+02:00,2018-05-12T00:13:40+02:00,353381,wildhamandpetersham
False,2018-04-27T15:22:59+02:00,Europe/Amsterdam,,0,,Plantae,11488594,"[{'user_id': 353381, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:38:37+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:38:38+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 911115, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-29T09:30:31+00:00', 'observations_count': 107, 'identifications_count': 3610, 'activity_count': 3717, 'universal_search_rank': 107}]",True,False,-0.3204366667,51.4336866667,1,0,False,Fri Apr 27 2018 13:39:06 GMT+0100 (GMT+1),"Riverside Drive, Richmond, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",6.0,sycamore maple,research,"[3098, 353381, 599476, 911115]",sycamore maple,False,,119791.0,Acer pseudoplatanus,True,13700.0,47727.0,species,13700.0,False,2018-04-27T13:39:06+02:00,2018-04-29T11:30:31+02:00,353381,wildhamandpetersham
False,2018-04-27T15:23:29+02:00,Europe/Amsterdam,,0,,Plantae,11488631,"[{'user_id': 353381, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:45:57+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 147030, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-30T10:43:17+00:00', 'observations_count': 188, 'identifications_count': 14902, 'activity_count': 15090, 'universal_search_rank': 188}]",True,False,-0.3217383333,51.4323616667,1,0,False,Fri Apr 27 2018 13:45:15 GMT+0100 (GMT+1),"Teddington, Teddington, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",12.0,poison hemlock,research,"[3098, 147030, 353381, 599476]",poison hemlock,False,,52998.0,Conium maculatum,True,12077.0,52999.0,species,12077.0,False,2018-04-27T13:45:15+02:00,2018-04-30T12:43:18+02:00,353381,wildhamandpetersham
False,2018-04-27T15:24:09+02:00,Europe/Amsterdam,,0,,Plantae,11488674,"[{'user_id': 662980, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:32:32+00:00', 'observations_count': 1929, 'identifications_count': 9963, 'activity_count': 11892, 'universal_search_rank': 1929}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:39:34+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:39:46+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}]",True,False,-0.3217216667,51.4322366667,1,0,False,Fri Apr 27 2018 13:45:47 GMT+0100 (GMT+1),"Teddington, Teddington, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",6.0,stinging nettle,research,"[353381, 599476, 662980]",stinging nettle,False,,51884.0,Urtica dioica,True,35699.0,51886.0,species,35699.0,False,2018-04-27T13:45:47+02:00,2018-04-27T15:39:46+02:00,353381,wildhamandpetersham
False,2018-04-27T15:24:57+02:00,Europe/Amsterdam,,0,,Plantae,11488735,"[{'user_id': 743476, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-27T13:29:43+00:00', 'observations_count': 1838, 'identifications_count': 14989, 'activity_count': 16827, 'universal_search_rank': 1838}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-27T13:49:18+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 353381, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-05-03T09:03:56+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}]",True,False,-0.3217633333,51.4316866667,1,0,False,Fri Apr 27 2018 13:47:13 GMT+0100 (GMT+1),"Teddington, Teddington, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",6.0,common comfrey,research,"[3098, 353381, 384930, 599476, 743476]",common comfrey,False,,55724.0,Symphytum officinale,True,7626.0,55725.0,species,7626.0,False,2018-04-27T13:47:13+02:00,2018-05-03T11:03:56+02:00,353381,wildhamandpetersham
